Product_Tienda,Product_Other,Store,Price_Tienda,Price_Other,Difference,Percentage,Cheaper_At,Match_Score,Match_Type,Savings
Arroz Patna ARUBA 1 Kg,Arroz patna green CHEF 5 kg,Disco,$41,$289,$248,604.9%,Tienda Inglesa,0.69,name,248.0
Arroz Patna ARUBA 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$41,$289,$248,604.9%,Tienda Inglesa,0.69,name,248.0
Arroz Patna ARUBA 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$41,$289,$248,604.9%,Tienda Inglesa,0.69,name,248.0
Arroz Patna ARUBA 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$41,$289,$248,604.9%,Tienda Inglesa,0.69,name,248.0
Arroz Patna ARUBA 1 Kg,Arroz corto panoja 1 kg,Disco,$41,$119,$78,190.2%,Tienda Inglesa,0.67,name,78.0
Arroz Patna ARUBA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$41,$74,$33,80.5%,Tienda Inglesa,0.67,name,33.0
Arroz Patna ARUBA 1 Kg,Arroz corto panoja 1 kg,Disco,$41,$119,$78,190.2%,Tienda Inglesa,0.67,name,78.0
Arroz Patna ARUBA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$41,$74,$33,80.5%,Tienda Inglesa,0.67,name,33.0
Arroz Patna ARUBA 1 Kg,Arroz corto panoja 1 kg,Devoto,$41,$119,$78,190.2%,Tienda Inglesa,0.67,name,78.0
Arroz Patna ARUBA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$41,$74,$33,80.5%,Tienda Inglesa,0.67,name,33.0
Arroz Patna ARUBA 1 Kg,Arroz corto panoja 1 kg,Devoto,$41,$119,$78,190.2%,Tienda Inglesa,0.67,name,78.0
Arroz Patna ARUBA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$41,$74,$33,80.5%,Tienda Inglesa,0.67,name,33.0
Arroz Patna ARUBA 1 Kg,Arroz patna GREEN CHEF 500g,Disco,$41,$25,$16,39.0%,Disco,0.65,name,-16.0
Arroz Patna ARUBA 1 Kg,Arroz patna GREEN CHEF 500g,Disco,$41,$25,$16,39.0%,Disco,0.65,name,-16.0
Arroz Patna ARUBA 1 Kg,Arroz patna GREEN CHEF 500g,Devoto,$41,$25,$16,39.0%,Devoto,0.65,name,-16.0
Arroz Patna ARUBA 1 Kg,Arroz patna GREEN CHEF 500g,Devoto,$41,$25,$16,39.0%,Devoto,0.65,name,-16.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.85,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.85,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.85,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.85,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz primavera BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.70,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz primavera BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.70,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz primavera BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.70,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz primavera BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.70,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz paella BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.68,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz paella BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.68,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz paella BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.68,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz paella BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.68,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.67,name,20.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.67,name,20.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz milanés BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.67,name,20.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz milanés BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.67,name,24.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.67,name,24.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz milanés BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.67,name,24.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz milanés BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.67,name,26.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz patna BLUE PATNA 2 kg,Disco,$69,$149,$80,115.9%,Tienda Inglesa,0.66,name,80.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz patna BLUE PATNA 2 kg,Disco,$69,$149,$80,115.9%,Tienda Inglesa,0.66,name,80.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz patna BLUE PATNA 2 kg,Devoto,$69,$149,$80,115.9%,Tienda Inglesa,0.66,name,80.0
Arroz con Hongos y Hierbas BLUE PATNA 200 g,Arroz patna BLUE PATNA 2 kg,Devoto,$69,$149,$80,115.9%,Tienda Inglesa,0.66,name,80.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,1.00,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,1.00,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,1.00,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,1.00,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,1.00,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz Primavera MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,1.00,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.91,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.89,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.89,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.89,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz paella MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.89,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.79,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.79,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.79,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.79,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.79,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.79,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.76,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.76,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.76,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con queso MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.76,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.74,name,26.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera BLUE PATNA 200g,Disco,$69,$95,$26,37.7%,Tienda Inglesa,0.74,name,26.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.74,name,26.0
Arroz Primavera MONTE CUDINE 200 g,Arroz primavera BLUE PATNA 200g,Devoto,$69,$95,$26,37.7%,Tienda Inglesa,0.74,name,26.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.72,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.72,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Disco,$69,$89,$20,29.0%,Tienda Inglesa,0.72,name,20.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.72,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.72,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con hongos MONTE CUDINE 200 g,Devoto,$69,$93,$24,34.8%,Tienda Inglesa,0.72,name,24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.71,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 115 g,Disco,$69,$45,$24,34.8%,Disco,0.71,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.71,name,-24.0
Arroz Primavera MONTE CUDINE 200 g,Arroz con espárragos MONTE CUDINE 115 g,Devoto,$69,$45,$24,34.8%,Devoto,0.71,name,-24.0
Arroz para Risotto INVERNI con Hongos 175 g,Arroz arborio RISO INVERNI 500 g,Disco,$258,$296,$38,14.7%,Tienda Inglesa,0.67,name,38.0
Arroz para Risotto INVERNI con Hongos 175 g,Arroz arborio RISO INVERNI 500 g,Disco,$258,$296,$38,14.7%,Tienda Inglesa,0.67,name,38.0
Arroz para Risotto INVERNI con Hongos 175 g,Arroz arborio RISO INVERNI 500 g,Devoto,$258,$296,$38,14.7%,Tienda Inglesa,0.67,name,38.0
Arroz para Risotto INVERNI con Hongos 175 g,Arroz arborio RISO INVERNI 500 g,Devoto,$258,$296,$38,14.7%,Tienda Inglesa,0.67,name,38.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.78,name,153.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.78,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.75,name,94.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 500 g,Disco,$281,$296,$15,5.3%,Tienda Inglesa,0.70,name,15.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 500 g,Disco,$281,$296,$15,5.3%,Tienda Inglesa,0.70,name,15.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 500 g,Devoto,$281,$296,$15,5.3%,Tienda Inglesa,0.70,name,15.0
Arroz Arborio CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 500 g,Devoto,$281,$296,$15,5.3%,Tienda Inglesa,0.70,name,15.0
Arroz Arborio CURTIRISO 1 Kg,Arroz parboiled SAMAN 1 kg,Disco,$281,$84,$197,70.1%,Disco,0.67,name,-197.0
Arroz Arborio CURTIRISO 1 Kg,Arroz parboiled SAMAN 1 kg,Disco,$281,$84,$197,70.1%,Disco,0.67,name,-197.0
Arroz Arborio CURTIRISO 1 Kg,Arroz parboiled SAMAN 1 kg,Devoto,$281,$84,$197,70.1%,Devoto,0.67,name,-197.0
Arroz Arborio CURTIRISO 1 Kg,Arroz parboiled SAMAN 1 kg,Devoto,$281,$84,$197,70.1%,Devoto,0.67,name,-197.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz carnaroli CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.91,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Disco,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio Risotto CURTIRISO,Devoto,$281,$375,$94,33.5%,Tienda Inglesa,0.69,name,94.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Disco,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz Carnaroli CURTIRISO 1 Kg,Arroz arborio RISO INVERNI 1 kg,Devoto,$281,$434,$153,54.4%,Tienda Inglesa,0.66,name,153.0
Arroz a la Española SAMAN  190 g,Arroz a la española BLUE PATNA 200g,Disco,$83,$95,$12,14.5%,Tienda Inglesa,0.75,name,12.0
Arroz a la Española SAMAN  190 g,Arroz a la española BLUE PATNA 200g,Disco,$83,$95,$12,14.5%,Tienda Inglesa,0.75,name,12.0
Arroz a la Española SAMAN  190 g,Arroz a la española BLUE PATNA 200g,Devoto,$83,$95,$12,14.5%,Tienda Inglesa,0.75,name,12.0
Arroz a la Española SAMAN  190 g,Arroz a la española BLUE PATNA 200g,Devoto,$83,$95,$12,14.5%,Tienda Inglesa,0.75,name,12.0
Arroz a la Española SAMAN  190 g,Arroz Blanco SAMAN 500 g,Disco,$83,$45,$38,45.8%,Disco,0.68,name,-38.0
Arroz a la Española SAMAN  190 g,Arroz Blanco SAMAN 500 g,Disco,$83,$45,$38,45.8%,Disco,0.68,name,-38.0
Arroz a la Española SAMAN  190 g,Arroz Blanco SAMAN 500 g,Devoto,$83,$45,$38,45.8%,Devoto,0.68,name,-38.0
Arroz a la Española SAMAN  190 g,Arroz Blanco SAMAN 500 g,Devoto,$83,$45,$38,45.8%,Devoto,0.68,name,-38.0
Arroz a la Española SAMAN  190 g,Arroz parboiled SAMAN 1 kg,Disco,$83,$84,$1,1.2%,Tienda Inglesa,0.66,name,1.0
Arroz a la Española SAMAN  190 g,Arroz parboiled SAMAN 1 kg,Disco,$83,$84,$1,1.2%,Tienda Inglesa,0.66,name,1.0
Arroz a la Española SAMAN  190 g,Arroz parboiled SAMAN 1 kg,Devoto,$83,$84,$1,1.2%,Tienda Inglesa,0.66,name,1.0
Arroz a la Española SAMAN  190 g,Arroz parboiled SAMAN 1 kg,Devoto,$83,$84,$1,1.2%,Tienda Inglesa,0.66,name,1.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 1 kg,Disco,$83,$74,$9,10.8%,Disco,0.65,name,-9.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 1 kg,Disco,$83,$74,$9,10.8%,Disco,0.65,name,-9.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 1 kg,Devoto,$83,$74,$9,10.8%,Devoto,0.65,name,-9.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz a la Española SAMAN  190 g,Arroz blanco SAMAN 1 kg,Devoto,$83,$74,$9,10.8%,Devoto,0.65,name,-9.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 1 kg,Disco,$83,$74,$9,10.8%,Disco,0.69,name,-9.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 1 kg,Disco,$83,$74,$9,10.8%,Disco,0.69,name,-9.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 1 kg,Devoto,$83,$74,$9,10.8%,Devoto,0.69,name,-9.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 1 kg,Devoto,$83,$74,$9,10.8%,Devoto,0.69,name,-9.0
Arroz 4 Quesos SAMAN 190 g,Arroz Blanco SAMAN 500 g,Disco,$83,$45,$38,45.8%,Disco,0.68,name,-38.0
Arroz 4 Quesos SAMAN 190 g,Arroz Blanco SAMAN 500 g,Disco,$83,$45,$38,45.8%,Disco,0.68,name,-38.0
Arroz 4 Quesos SAMAN 190 g,Arroz Blanco SAMAN 500 g,Devoto,$83,$45,$38,45.8%,Devoto,0.68,name,-38.0
Arroz 4 Quesos SAMAN 190 g,Arroz Blanco SAMAN 500 g,Devoto,$83,$45,$38,45.8%,Devoto,0.68,name,-38.0
Arroz 4 Quesos SAMAN 190 g,Arroz parboiled SAMAN 1 kg,Disco,$83,$84,$1,1.2%,Tienda Inglesa,0.65,name,1.0
Arroz 4 Quesos SAMAN 190 g,Arroz parboiled SAMAN 1 kg,Disco,$83,$84,$1,1.2%,Tienda Inglesa,0.65,name,1.0
Arroz 4 Quesos SAMAN 190 g,Arroz parboiled SAMAN 1 kg,Devoto,$83,$84,$1,1.2%,Tienda Inglesa,0.65,name,1.0
Arroz 4 Quesos SAMAN 190 g,Arroz parboiled SAMAN 1 kg,Devoto,$83,$84,$1,1.2%,Tienda Inglesa,0.65,name,1.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Disco,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos SAMAN 190 g,Arroz blanco SAMAN 5 kg,Devoto,$83,$309,$226,272.3%,Tienda Inglesa,0.65,name,226.0
Arroz 4 Quesos INVERNI 175 g,Risotto a los 4 Quesos RISO INVERNI 175 g,Disco,$258,$344,$86,33.3%,Tienda Inglesa,0.72,name,86.0
Arroz 4 Quesos INVERNI 175 g,Risotto a los 4 Quesos RISO INVERNI 175 g,Disco,$258,$344,$86,33.3%,Tienda Inglesa,0.72,name,86.0
Arroz 4 Quesos INVERNI 175 g,Risotto a los 4 Quesos RISO INVERNI 175 g,Disco,$258,$344,$86,33.3%,Tienda Inglesa,0.72,name,86.0
Arroz 4 Quesos INVERNI 175 g,Risotto a los 4 Quesos RISO INVERNI 175 g,Devoto,$258,$344,$86,33.3%,Tienda Inglesa,0.72,name,86.0
Arroz 4 Quesos INVERNI 175 g,Risotto a los 4 Quesos RISO INVERNI 175 g,Devoto,$258,$344,$86,33.3%,Tienda Inglesa,0.72,name,86.0
